821,494
836,494
846,494
860,489
868,485
874,483
877,480
878,480
879,481
881,489
882,497
883,493
884,490
884,489
882,487
878,485
869,480
860,476
853,473
845,467
826,453
810,438
791,423
776,409
765,398
762,393
759,390
757,385
756,367
756,359
757,354
759,351
764,345
769,342
775,339
783,336
791,334
804,330
810,329
814,328
817,327
819,327
820,326
821,326
823,325
827,322
832,320
836,317
838,315
839,315
839,315
839,315
839,315
839,315
841,315
849,316
862,320
881,327
904,335
931,343
958,351
970,355
976,357
978,357
977,356
975,356
972,355
969,355
966,355
962,355
959,355
954,355
937,355
925,355
912,352
898,345
883,334
864,323
851,316
839,310
831,305
818,299
812,294
805,289
797,286
789,284
783,283
775,282
764,281
751,281
733,281
723,282
714,283
706,284
695,286
687,286
683,286
680,286
677,286
675,286
673,286
671,286
668,286
666,287
663,289
660,290
658,291
656,291
655,291
655,291
655,291
656,291
657,291
657,288
660,279
664,266
668,255
672,243
674,238
675,236
676,234
676,232
677,230
678,227
679,225
679,223
680,222
681,219
681,216
682,214
682,212
683,210
683,208
684,206
684,204
684,203
685,202
685,202
685,202
685,205
684,210
684,219
684,231
685,246
688,262
706,289
721,305
748,315
770,321
807,326
828,328
843,328
854,327
858,326
859,326
859,328
858,333
856,338
855,343
853,349
847,363
844,371
842,378
840,383
838,388
837,391
837,393
836,394
835,396
835,397
834,398
834,399
833,399
833,401
832,403
830,408
829,413
827,417
827,419
827,420
827,421
827,422
827,423
828,423
827,423
823,420
816,416
809,410
802,402
792,387
786,375
779,363
772,351
768,337
768,331
768,327
768,326
768,325
768,324
769,322
