313,744
315,744
1147,127
1260,30
708,749
711,747
715,718
461,449
236,359
207,336
273,326
258,315
241,251
233,204
233,200
513,221
562,410
572,422
589,418
566,428
565,431
564,431
303,278
209,210
178,188
173,162
178,139
178,123
178,123
178,123
189,126
289,243
298,295
292,304
203,307
188,306
185,306
192,321
142,301
140,295
177,309
191,314
192,312
193,312
197,312
198,312
213,312
262,315
266,317
266,318
291,328
330,330
330,320
330,306
331,305
323,288
321,287
314,281
351,263
356,239
355,238
354,239
428,379
443,384
433,388
398,375
360,371
209,371
117,368
103,409
98,407
93,401
86,400
84,397
82,397
80,395
79,393
79,386
79,380
79,377
86,375
94,372
94,372
94,372
94,364
131,267
174,205
233,155
251,137
251,135
218,111
184,118
164,123
148,123
141,122
138,122
126,119
110,116
110,117
112,119
114,121
114,121
114,121
119,124
291,209
365,247
424,281
462,313
464,315
466,316
435,142
305,26
297,57
293,59
289,52
291,52
291,51
291,51
291,51
291,50
290,50
289,50
273,52
278,58
283,59
286,54
289,51
289,50
329,116
384,243
363,281
378,316
370,327
360,342
355,334
355,334
355,334
516,344
649,379
650,379
652,377
653,376
653,374
656,370
657,368
657,365
657,359
677,372
692,528
707,603
773,747
799,766
794,454
753,224
537,216
291,169
296,136
322,107
328,97
325,76
319,73
315,63
315,59
320,52
326,49
326,48
326,48
326,48
326,53
366,76
517,264
522,368
522,403
522,412
560,435
571,440
569,443
565,447
565,447
564,447
564,447
564,447
564,448
564,448
563,448
562,449
562,449
562,449
562,449
562,449
562,449
562,449
562,449
562,449
564,449
564,449
564,449
564,449
565,451
565,451
