727,261
804,452
848,512
842,520
822,508
831,498
845,510
855,523
863,537
864,542
873,554
876,557
885,562
908,573
957,579
960,579
951,586
950,591
952,613
943,614
914,600
914,590
914,588
947,582
1029,605
1025,607
1023,609
1022,611
1021,613
1021,616
1020,619
1019,621
1019,624
1018,627
1017,630
1016,633
1016,636
1015,640
1014,643
1013,646
1013,649
1012,652
1012,655
1011,659
1010,662
1010,665
1009,668
1009,671
1008,675
1008,678
1007,681
1007,684
1006,688
1006,691
1005,694
1005,697
1005,701
1004,704
1004,707
1003,710
1003,713
1002,717
1002,720
1002,723
1001,726
1001,729
1001,733
1000,736
1000,739
999,742
999,745
999,749
999,752
998,755
998,758
998,761
997,765
997,768
997,771
997,774
996,778
996,781
996,784
996,787
996,791
996,794
996,797
995,801
995,804
995,808
995,811
995,815
995,818
995,822
995,826
995,829
996,833
996,837
996,841
996,845
996,849
996,853
997,858
997,862
997,867
998,872
998,877
999,882
999,887
1000,892
1000,898
1001,904
1001,910
1002,916
1003,923
1003,929
1004,936
1005,944
1006,950
1007,955
1008,960
1009,964
1010,968
1011,971
1013,974
1014,976
1016,979
1017,981
1019,982
1021,984
1023,985
1025,986
1026,987
1028,988
1030,989
1033,990
1035,990
1037,991
1039,991
1041,991
1043,992
1046,992
1048,992
1051,992
1053,993
1055,993
1058,993
1061,993
1063,993
1066,993
1069,993
1072,993
1074,993
1077,993
1080,993
1084,993
1087,993
1090,992
1093,992
1097,992
1100,992
1103,992
1107,992
1111,992
1115,991
1118,991
1122,991
1127,991
1131,991
1135,990
1139,990
1144,990
1149,990
1153,990
1158,989
1163,989
1169,989
1174,988
1180,988
1185,988
1191,988
1197,987
1203,987
1210,987
1217,986
1223,986
1230,986
1238,985
1245,985
1253,985
1261,984
1270,984
1278,984
1287,983
1297,983
1306,983
1316,982
1326,982
1337,982
1348,981
