473,576
474,583
482,604
494,631
500,648
502,658
502,665
501,667
501,669
501,671
501,672
501,674
501,676
501,675
499,674
496,673
493,673
492,674
490,676
489,678
489,679
487,681
485,683
483,685
482,685
481,685
480,685
479,685
479,684
479,684
479,684
481,684
485,684
490,684
496,683
505,681
517,678
539,669
548,664
550,663
547,663
541,666
530,669
520,671
508,673
495,674
485,675
474,675
473,676
473,675
473,674
473,672
472,670
473,668
474,665
475,663
475,664
476,664
477,666
477,667
477,669
477,672
476,675
476,676
476,678
475,679
474,680
474,680
474,680
475,680
485,680
488,679
490,679
492,678
498,677
500,677
501,676
503,676
505,675
506,674
507,674
507,673
509,670
511,658
511,641
510,614
502,586
488,561
465,518
456,471
447,426
434,402
416,387
407,382
404,380
403,378
405,373
407,368
403,361
368,346
330,340
312,337
305,336
302,333
300,326
298,306
296,289
294,267
292,248
292,234
292,227
292,219
292,211
292,202
292,196
293,190
293,184
289,180
283,177
278,174
273,169
264,160
260,156
255,151
251,147
243,143
240,141
238,139
238,137
237,135
237,133
236,131
235,130
235,129
236,128
240,125
244,124
246,123
246,122
246,122
246,122
246,123
245,123
245,125
244,128
244,134
244,146
245,154
248,159
251,164
255,173
259,183
262,195
266,207
271,221
280,242
283,258
284,280
288,304
301,343
310,368
318,387
325,397
338,410
353,417
372,421
390,420
404,411
408,403
409,396
409,390
409,385
408,381
408,378
408,376
408,375
410,380
420,396
426,416
427,434
428,457
441,506
459,533
475,550
495,560
523,569
569,583
590,588
605,591
613,591
617,590
619,588
620,587
620,585
620,583
619,581
619,580
622,580
627,580
629,580
