952,553
959,546
957,535
947,535
938,534
946,534
946,534
946,534
950,525
609,181
412,71
406,74
350,126
217,125
137,112
95,120
95,121
95,121
95,121
96,121
110,135
123,156
144,187
162,193
175,194
179,196
182,196
185,196
188,195
191,194
195,192
198,191
202,189
205,187
209,185
212,183
216,181
220,179
224,176
228,174
232,171
236,169
240,166
244,163
249,161
253,158
258,155
262,152
267,149
272,146
277,143
282,139
287,136
293,133
298,129
303,126
309,122
315,119
320,115
326,112
332,108
338,104
344,100
351,97
357,93
363,89
370,85
376,82
382,79
389,76
394,74
400,72
406,70
412,69
418,67
423,66
429,65
435,65
440,64
446,63
452,63
457,62
463,62
469,61
475,61
480,60
486,60
492,60
498,59
505,59
511,59
517,59
523,58
530,58
536,58
543,58
550,57
556,57
563,57
570,57
577,57
584,56
591,56
599,56
606,56
613,56
621,55
629,55
636,55
644,55
652,55
660,54
668,54
676,54
685,54
693,54
702,53
710,53
719,53
728,53
737,52
746,52
755,52
764,52
773,51
782,51
792,51
801,51
811,50
821,50
831,50
840,50
850,49
860,49
870,49
881,49
891,48
901,48
911,48
922,47
932,47
943,47
953,47
964,46
975,46
985,46
996,45
1007,45
1017,44
1028,44
1039,44
1050,43
1060,43
1071,43
1082,42
1092,42
1103,41
1113,41
1124,41
1135,40
1145,40
1155,39
1166,39
1176,38
1186,38
1196,37
1206,37
1216,37
1226,36
1236,36
1246,35
1255,35
1265,34
1274,34
1283,33
1292,33
1301,33
1310,32
1319,32
1327,31
1336,31
1344,31
1352,30
1360,30
1368,29
1376,29
1384,28
1391,28
1399,27
1406,27
1414,26
1421,26
1428,26
1435,25
1442,25
1449,24
1456,24
1462,23
1469,23
1476,22
