3238,131
3179,877
3147,1006
3144,1037
3145,1059
3145,1059
3145,1059
3149,1059
3177,1059
3274,1058
3575,1015
3755,996
3754,996
3685,1000
3677,1000
3677,999
3687,993
3724,976
3783,965
3783,964
3783,964
3783,964
3762,966
3547,811
3189,521
287,3999
2579,3999
888,3999
430,3999
2376,3999
1335,3999
298,3999
2277,3999
1249,3999
78,3999
2309,3999
1158,3999
1,3999
2331,3999
1240,3999
330,3999
2375,3999
1181,3999
192,3999
2348,3999
1245,3999
290,3999
2366,3999
1168,3999
118,3999
2342,3999
1239,3999
294,3999
2369,3999
1171,3999
148,3999
2344,3999
1183,3999
216,3999
2351,3999
1254,3999
339,3999
2369,3999
1230,3999
202,3999
2356,3999
1157,3999
76,3999
2341,3999
1237,3999
327,3999
2376,3999
1174,3999
172,3999
2347,3999
1242,3999
294,3999
2369,3999
1168,3999
129,3999
2343,3999
1181,3999
213,3999
2351,3999
1254,3999
347,3999
2370,3999
1171,3999
125,3999
2342,3999
1179,3999
187,3999
2348,3999
1193,3999
261,3999
2356,3999
1195,3999
246,3999
2353,3999
1191,3999
214,3999
2349,3999
1190,3999
212,3999
2348,3999
1191,3999
224,3999
2350,3999
1192,3999
227,3999
2350,3999
1192,3999
223,3999
2349,3999
1191,3999
220,3999
2349,3999
1192,3999
222,3999
2349,3999
1192,3999
223,3999
2349,3999
1192,3999
223,3999
2349,3999
1252,3999
303,3999
2363,3999
1169,3999
109,3999
2340,3999
1180,3999
200,3999
2349,3999
1255,3999
352,3999
2371,3999
1172,3999
130,3999
2342,3999
1179,3999
186,3999
2348,3999
1253,3999
342,3999
2371,3999
1171,3999
132,3999
2342,3999
1238,3999
274,3999
2366,3999
1169,3999
140,3999
2344,3999
1183,3999
222,3999
2352,3999
1194,3999
261,3999
2356,3999
1193,3999
233,3999
2351,3999
1251,3999
291,3999
2362,3999
1227,3999
183,3999
2353,3999
1215,3999
168,3999
2352,3999
1218,3999
213,3999
2358,3999
1163,3999
142,3999
2345,3999
1184,3999
250,3999
2356,3999
1195,3999
266,3999
2357,3999
1192,3999
225,3999
2350,3999
1189,3999
207,3999
2348,3999
1190,3999
219,3999
2349,3999
1192,3999
228,3999
2350,3999
1253,3999
305,3999
