2711,225
2708,224
2706,224
2706,224
2706,224
2706,226
2708,239
2653,257
2553,347
2473,431
2392,480
2303,558
2304,592
2298,621
2293,630
2295,630
2299,623
2299,623
2299,623
2298,623
2223,625
2211,624
2155,601
2163,601
2115,542
2122,539
2128,538
2134,537
2140,537
2146,536
2152,536
2157,535
2162,534
2167,533
2172,531
2177,530
2182,528
2187,527
2191,525
2196,523
2201,521
2206,520
2210,518
2215,516
2220,514
2225,512
2230,510
2235,508
2240,506
2245,503
2250,501
2255,499
2260,497
2266,494
2271,492
2276,490
2282,487
2287,485
2292,482
2298,480
2303,477
2309,474
2314,472
2320,469
2326,466
2331,463
2337,460
2343,457
2349,454
2354,451
2360,448
2366,445
2372,442
2378,438
2384,435
2390,432
2396,428
2402,424
2409,421
2415,417
2421,413
2427,409
2434,405
2440,401
2446,397
2453,392
2459,388
2466,383
2473,379
2479,374
2486,369
2493,364
2500,359
2507,353
2514,348
2521,342
2528,336
2535,330
2543,324
2550,317
2558,311
2565,304
2573,297
2581,289
2589,282
2597,274
2606,266
2614,258
2623,249
2631,240
2640,232
2649,222
2659,213
2668,203
2678,193
2687,183
2697,173
2707,163
2717,153
2728,143
2738,133
2748,123
2759,113
2770,103
2780,94
2791,85
2802,76
2812,68
2823,60
2833,53
2843,47
2853,43
2862,40
2871,37
2880,35
2888,33
2897,32
2905,30
2913,29
2921,28
2928,28
2936,27
2943,26
2950,26
2957,25
2964,24
2971,24
2978,23
2985,23
2991,22
2998,21
3004,21
3010,20
3016,20
3021,19
3027,18
3032,18
3036,17
3041,16
3045,16
3049,16
3053,16
3057,16
3060,16
3063,16
3066,16
3069,17
3072,17
3075,17
3077,17
3080,17
3082,18
3084,18
3087,18
3089,18
3091,18
3093,19
3094,19
3096,19
3098,19
3099,19
3101,19
3102,19
3103,19
3105,19
3106,19
3107,20
3108,20
3109,20
3110,20
3111,20
3112,20
3112,20
3113,20
3114,20
3115,20
3115,20
3116,20
3116,20
3117,20
